,Indicator,Province,value,year,month,tourism type
1079,Tourists Number (Overnight Visitors),Total,231295.0,2021,7,inbound_tourism
1080,Tourists Spending (SAR),Albaha province,322104.12982974574,2022,1,inbound_tourism
1081,Tourists Spending (SAR),Albaha province,1478175.45,2023,1,inbound_tourism
1082,Tourists Spending (SAR),Albaha province,38707.33,2021,3,inbound_tourism
1083,Tourists Spending (SAR),Albaha province,229958.1494643025,2022,4,inbound_tourism
1084,Tourists Spending (SAR),Albaha province,126752.2,2021,5,inbound_tourism
1085,Tourists Spending (SAR),Albaha province,95415.37,2021,8,inbound_tourism
1086,Tourists Spending (SAR),Albaha province,3137823.3033625013,2022,8,inbound_tourism
1087,Tourists Spending (SAR),Albaha province,736353.9052836248,2022,9,inbound_tourism
1088,Tourists Spending (SAR),Albaha province,4564939.33,2023,10,inbound_tourism
1089,Tourists Spending (SAR),AlQassim Province,1354765.83,2022,2,inbound_tourism
1090,Tourists Spending (SAR),AlQassim Province,3073069.16,2021,5,inbound_tourism
1091,Tourists Spending (SAR),AlQassim Province,13503066.76,2023,5,inbound_tourism
1092,Tourists Spending (SAR),AlQassim Province,1297109.12,2021,7,inbound_tourism
1093,Tourists Spending (SAR),AlQassim Province,1965214.83,2021,9,inbound_tourism
1094,Tourists Spending (SAR),AlQassim Province,12285746.82,2022,10,inbound_tourism
1095,Tourists Spending (SAR),AlQassim Province,19277142.7,2023,12,inbound_tourism
1096,Tourists Spending (SAR),AlQassim Province,2553592.47,2023,1,inbound_tourism
1097,Tourists Spending (SAR),AlQassim Province,554634.63,2021,7,inbound_tourism
1098,Tourists Spending (SAR),AlQassim Province,98813.02,2022,9,inbound_tourism
1099,Tourists Spending (SAR),AlQassim Province,2129387.3,2021,8,inbound_tourism
1100,Tourists Spending (SAR),AlQassim Province,33721074.43,2022,10,inbound_tourism
1101,Tourists Spending (SAR),AlQassim Province,9166836.68,2022,11,inbound_tourism
