Date;Indicator;Province;Value
2021-07;Tourists Number (Overnight Visitors);Makkah;1969917.0
2023-11;Tourists Number (Overnight Visitors);Makkah;2143437.0
2022-01;Tourists Number (Overnight Visitors);Najran;105576.0
2022-02;Tourists Number (Overnight Visitors);Najran;94897.0
2022-05;Tourists Number (Overnight Visitors);Najran;90649.0
2021-08;Tourists Number (Overnight Visitors);Najran;89533.0
2023-08;Tourists Number (Overnight Visitors);Najran;95194.0
2021-09;Tourists Number (Overnight Visitors);Najran;53217.0
2023-09;Tourists Number (Overnight Visitors);Najran;96795.0
2022-03;Tourists Number (Overnight Visitors);Northern Borders;66321.0
2023-04;Tourists Number (Overnight Visitors);Northern Borders;94872.0
2022-10;Tourists Number (Overnight Visitors);Northern Borders;66126.0
2023-10;Tourists Number (Overnight Visitors);Northern Borders;83342.0
2023-12;Tourists Number (Overnight Visitors);Northern Borders;82463.0
2021-03;Tourists Number (Overnight Visitors);Riyadh;863652.0
2023-03;Tourists Number (Overnight Visitors);Riyadh;1180665.0
2021-06;Tourists Number (Overnight Visitors);Riyadh;719255.0
2021-08;Tourists Number (Overnight Visitors);Riyadh;874637.0
2023-08;Tourists Number (Overnight Visitors);Riyadh;1449446.0
2023-10;Tourists Number (Overnight Visitors);Riyadh;1476108.0
2023-11;Tourists Number (Overnight Visitors);Riyadh;1765195.0
2022-01;Tourists Number (Overnight Visitors);Tabuk;302175.0
2023-01;Tourists Number (Overnight Visitors);Tabuk;191408.0
2023-05;Tourists Number (Overnight Visitors);Tabuk;188411.0
2023-06;Tourists Number (Overnight Visitors);Tabuk;286800.0
2021-07;Tourists Number (Overnight Visitors);Tabuk;243386.0
2022-07;Tourists Number (Overnight Visitors);Tabuk;361227.0
2023-07;Tourists Number (Overnight Visitors);Tabuk;310732.0
2021-08;Tourists Number (Overnight Visitors);Tabuk;191278.0
2022-08;Tourists Number (Overnight Visitors);Tabuk;246464.0
2023-09;Tourists Number (Overnight Visitors);Tabuk;226492.0
2021-10;Tourists Number (Overnight Visitors);Tabuk;217907.0
2022-10;Tourists Number (Overnight Visitors);Tabuk;176982.0
2022-01;Tourists Number (Overnight Visitors);Total;7675160.0
2023-02;Tourists Number (Overnight Visitors);Total;5607637.0
2023-04;Tourists Number (Overnight Visitors);Total;6881296.0
2022-06;Tourists Number (Overnight Visitors);Total;4032787.0
2023-06;Tourists Number (Overnight Visitors);Total;9547860.0
2021-07;Tourists Number (Overnight Visitors);Total;7533351.0
2023-11;Tourists Number (Overnight Visitors);Total;8220327.0
2022-01;Tourists Spending (SAR);Al Bahah;59269366.14
2021-03;Tourists Spending (SAR);Al Bahah;89759209.56
2022-03;Tourists Spending (SAR);Al Bahah;39359204.82
2023-03;Tourists Spending (SAR);Al Bahah;59309281.1
2022-05;Tourists Spending (SAR);Al Bahah;68818934.49
2023-06;Tourists Spending (SAR);Al Bahah;333593080.01
2021-07;Tourists Spending (SAR);Al Bahah;387767473.2
2021-08;Tourists Spending (SAR);Al Bahah;187698315.62
2022-11;Tourists Spending (SAR);Al Bahah;28262940.47
2021-04;Tourists Spending (SAR);AlQassim;278059083.9
2023-04;Tourists Spending (SAR);AlQassim;692933820.6
2021-08;Tourists Spending (SAR);AlQassim;340903072.14
2023-09;Tourists Spending (SAR);AlQassim;269280241.79
2022-10;Tourists Spending (SAR);AlQassim;199908269.89
2023-11;Tourists Spending (SAR);AlQassim;497989963.63
2021-01;Tourists Spending (SAR);Aseer;612299888.69
2021-08;Tourists Spending (SAR);Aseer;1076787743.68
2022-08;Tourists Spending (SAR);Aseer;992414282.85
2021-10;Tourists Spending (SAR);Aseer;379636960.17
2023-10;Tourists Spending (SAR);Aseer;725467903.48
2022-11;Tourists Spending (SAR);Aseer;383555810.61
2022-12;Tourists Spending (SAR);Aseer;308735618.1
2021-02;Tourists Spending (SAR);Eastern Province;1240385349.89
2023-03;Tourists Spending (SAR);Eastern Province;1423126473.49
2023-05;Tourists Spending (SAR);Eastern Province;1281479060.72
2023-10;Tourists Spending (SAR);Eastern Province;1404267760.19
2021-04;Tourists Spending (SAR);Hail;150694084.82
2023-04;Tourists Spending (SAR);Hail;282337931.5
2023-05;Tourists Spending (SAR);Hail;158954442.91
2021-06;Tourists Spending (SAR);Hail;164885268.23
2021-09;Tourists Spending (SAR);Hail;155808748.32
2022-10;Tourists Spending (SAR);Hail;148016943.73
2023-10;Tourists Spending (SAR);Hail;182639236.02
2023-12;Tourists Spending (SAR);Hail;233608853.23
2021-01;Tourists Spending (SAR);Jazan;311532939.18
2022-01;Tourists Spending (SAR);Jazan;333205738.58
2021-02;Tourists Spending (SAR);Jazan;201216460.26
2022-02;Tourists Spending (SAR);Jazan;221259115.97
2022-03;Tourists Spending (SAR);Jazan;154928434.33
2021-10;Tourists Spending (SAR);Jazan;193868353.36
2022-11;Tourists Spending (SAR);Jazan;120755065.28
2023-01;Tourists Spending (SAR);Jouf;131689080.81
2023-02;Tourists Spending (SAR);Jouf;149182207.25
2023-03;Tourists Spending (SAR);Jouf;140012221.2
2021-05;Tourists Spending (SAR);Jouf;169317500.31
2022-06;Tourists Spending (SAR);Jouf;231549026.08
2021-07;Tourists Spending (SAR);Jouf;266797157.07
2021-09;Tourists Spending (SAR);Jouf;95862197.15
2023-10;Tourists Spending (SAR);Jouf;142314923.47
2022-11;Tourists Spending (SAR);Jouf;96786640.3
2023-11;Tourists Spending (SAR);Jouf;190255766.73
2021-02;Tourists Spending (SAR);Madinah;342078235.71
2022-02;Tourists Spending (SAR);Madinah;625592259.08
2023-04;Tourists Spending (SAR);Madinah;585522793.09
2022-05;Tourists Spending (SAR);Madinah;633968863.46
2021-07;Tourists Spending (SAR);Madinah;653182131.32
2022-08;Tourists Spending (SAR);Madinah;712499087.48
2023-10;Tourists Spending (SAR);Madinah;406987207.2
2022-11;Tourists Spending (SAR);Madinah;533460099.0
2022-02;Tourists Spending (SAR);Makkah;2405311237.6
2021-04;Tourists Spending (SAR);Makkah;2277884017.71
2023-06;Tourists Spending (SAR);Makkah;5891430331.17
2021-08;Tourists Spending (SAR);Makkah;2714842737.56
2022-09;Tourists Spending (SAR);Makkah;1342439030.47
2021-10;Tourists Spending (SAR);Makkah;2175981158.96
2023-12;Tourists Spending (SAR);Makkah;1713005008.86
2021-01;Tourists Spending (SAR);Najran;165835677.29
2023-01;Tourists Spending (SAR);Najran;163502538.9
2021-03;Tourists Spending (SAR);Najran;77272333.32
2022-03;Tourists Spending (SAR);Najran;84276787.34
2023-05;Tourists Spending (SAR);Najran;71110193.4
2021-06;Tourists Spending (SAR);Najran;90375785.75
2022-06;Tourists Spending (SAR);Najran;126517583.75
2021-09;Tourists Spending (SAR);Najran;94133483.24
2023-09;Tourists Spending (SAR);Najran;221809465.55
2021-11;Tourists Spending (SAR);Najran;119751750.73
2022-11;Tourists Spending (SAR);Najran;150093324.61
2021-12;Tourists Spending (SAR);Najran;176600505.38
2021-03;Tourists Spending (SAR);Northern Borders;96313085.34
2023-03;Tourists Spending (SAR);Northern Borders;180779926.21
2022-04;Tourists Spending (SAR);Northern Borders;176358251.4
2022-05;Tourists Spending (SAR);Northern Borders;209774551.9
2021-06;Tourists Spending (SAR);Northern Borders;101826377.4
2022-06;Tourists Spending (SAR);Northern Borders;131892626.4
2023-06;Tourists Spending (SAR);Northern Borders;286359870.79
2022-09;Tourists Spending (SAR);Northern Borders;100742633.51
2022-10;Tourists Spending (SAR);Northern Borders;94840254.54
2022-12;Tourists Spending (SAR);Northern Borders;63029455.36
2022-02;Tourists Spending (SAR);Riyadh;2368349938.89
2022-04;Tourists Spending (SAR);Riyadh;1449650324.51
2023-04;Tourists Spending (SAR);Riyadh;1561498914.72
2022-10;Tourists Spending (SAR);Riyadh;1737077956.18
2021-12;Tourists Spending (SAR);Riyadh;2011119470.37
2021-01;Tourists Spending (SAR);Tabuk;342426713.19
2023-01;Tourists Spending (SAR);Tabuk;302364430.94
2022-02;Tourists Spending (SAR);Tabuk;503115818.58
2021-03;Tourists Spending (SAR);Tabuk;289108104.1
2021-06;Tourists Spending (SAR);Tabuk;384036822.83
2023-07;Tourists Spending (SAR);Tabuk;475582344.96
2023-08;Tourists Spending (SAR);Tabuk;393059530.27
2023-09;Tourists Spending (SAR);Tabuk;251237861.44
2022-11;Tourists Spending (SAR);Tabuk;265020531.68
2023-04;Tourists Spending (SAR);Total;9428047536.13
2022-06;Tourists Spending (SAR);Total;6001153798.53
2023-08;Tourists Spending (SAR);Total;8626758304.33
2022-09;Tourists Spending (SAR);Total;5232272873.4
2023-09;Tourists Spending (SAR);Total;8308885308.76
2022-12;Tourists Spending (SAR);Total;4508348246.41
2021-01;Tourists Number (Overnight Visitors);Al Bahah;58295.0
2023-03;Tourists Number (Overnight Visitors);Al Bahah;53008.0
2022-04;Tourists Number (Overnight Visitors);Al Bahah;78339.0
2023-06;Tourists Number (Overnight Visitors);Al Bahah;265081.0
2022-07;Tourists Number (Overnight Visitors);Al Bahah;413843.0
2023-07;Tourists Number (Overnight Visitors);Al Bahah;249008.0
2022-09;Tourists Number (Overnight Visitors);Al Bahah;34420.0
2023-09;Tourists Number (Overnight Visitors);Al Bahah;62547.0
2021-04;Tourists Number (Overnight Visitors);AlQassim;276424.0
2022-04;Tourists Number (Overnight Visitors);AlQassim;397219.0
2022-06;Tourists Number (Overnight Visitors);AlQassim;232384.0
2023-08;Tourists Number (Overnight Visitors);AlQassim;304713.0
2021-10;Tourists Number (Overnight Visitors);AlQassim;280028.0
2023-11;Tourists Number (Overnight Visitors);AlQassim;454746.0
2022-12;Tourists Number (Overnight Visitors);AlQassim;258492.0
2022-01;Tourists Number (Overnight Visitors);Aseer;532636.0
2023-01;Tourists Number (Overnight Visitors);Aseer;540122.0
2022-02;Tourists Number (Overnight Visitors);Aseer;396562.0
2022-03;Tourists Number (Overnight Visitors);Aseer;365198.0
2022-05;Tourists Number (Overnight Visitors);Aseer;493968.0
2021-10;Tourists Number (Overnight Visitors);Aseer;363064.0
2021-11;Tourists Number (Overnight Visitors);Aseer;540670.0
2021-12;Tourists Number (Overnight Visitors);Aseer;383358.0
2021-01;Tourists Number (Overnight Visitors);Eastern Province;922493.0
2022-01;Tourists Number (Overnight Visitors);Eastern Province;1201506.0
2021-03;Tourists Number (Overnight Visitors);Eastern Province;780669.0
2021-04;Tourists Number (Overnight Visitors);Eastern Province;714622.0
2022-05;Tourists Number (Overnight Visitors);Eastern Province;1128741.0
2021-06;Tourists Number (Overnight Visitors);Eastern Province;598067.0
2021-07;Tourists Number (Overnight Visitors);Eastern Province;871073.0
2023-07;Tourists Number (Overnight Visitors);Eastern Province;1222664.0
2023-08;Tourists Number (Overnight Visitors);Eastern Province;1197714.0
2021-09;Tourists Number (Overnight Visitors);Eastern Province;606267.0
2022-02;Tourists Number (Overnight Visitors);Hail;163346.0
2022-04;Tourists Number (Overnight Visitors);Hail;225486.0
2023-04;Tourists Number (Overnight Visitors);Hail;163058.0
2021-06;Tourists Number (Overnight Visitors);Hail;112058.0
2023-06;Tourists Number (Overnight Visitors);Hail;241338.0
2022-09;Tourists Number (Overnight Visitors);Hail;116986.0
2022-10;Tourists Number (Overnight Visitors);Hail;107016.0
2021-11;Tourists Number (Overnight Visitors);Hail;232422.0
2022-11;Tourists Number (Overnight Visitors);Hail;203065.0
2022-01;Tourists Number (Overnight Visitors);Jazan;300939.0
2021-02;Tourists Number (Overnight Visitors);Jazan;208592.0
2023-04;Tourists Number (Overnight Visitors);Jazan;190129.0
2022-05;Tourists Number (Overnight Visitors);Jazan;152587.0
2023-08;Tourists Number (Overnight Visitors);Jazan;130252.0
2021-09;Tourists Number (Overnight Visitors);Jazan;185306.0
2023-11;Tourists Number (Overnight Visitors);Jazan;254341.0
2022-02;Tourists Number (Overnight Visitors);Jouf;106086.0
2022-03;Tourists Number (Overnight Visitors);Jouf;89630.0
2021-05;Tourists Number (Overnight Visitors);Jouf;89546.0
2021-06;Tourists Number (Overnight Visitors);Jouf;47694.0
2021-11;Tourists Number (Overnight Visitors);Jouf;102492.0
2022-11;Tourists Number (Overnight Visitors);Jouf;105520.0
2023-11;Tourists Number (Overnight Visitors);Jouf;135644.0
2023-12;Tourists Number (Overnight Visitors);Jouf;86711.0
2021-01;Tourists Number (Overnight Visitors);Madinah;443723.0
2023-02;Tourists Number (Overnight Visitors);Madinah;390244.0
2021-03;Tourists Number (Overnight Visitors);Madinah;293061.0
2022-04;Tourists Number (Overnight Visitors);Madinah;773333.0
2023-04;Tourists Number (Overnight Visitors);Madinah;553587.0
2021-10;Tourists Number (Overnight Visitors);Madinah;381905.0
2022-12;Tourists Number (Overnight Visitors);Madinah;366580.0
2023-02;Tourists Number (Overnight Visitors);Makkah;1445499.0
2021-04;Tourists Number (Overnight Visitors);Makkah;1361018.0
2023-04;Tourists Number (Overnight Visitors);Makkah;2163229.0
2021-05;Tourists Number (Overnight Visitors);Makkah;2125268.0
2022-05;Tourists Number (Overnight Visitors);Makkah;2072431.0
2022-07;Tourists Number (Overnight Visitors);Makkah;3022765.0
2023-08;Tourists Number (Overnight Visitors);Makkah;1975918.0
2021-09;Tourists Number (Overnight Visitors);Makkah;1268430.0
2022-09;Tourists Number (Overnight Visitors);Makkah;1169428.0
2021-03;Tourists Number (Overnight Visitors);Najran;55717.0
2021-05;Tourists Number (Overnight Visitors);Najran;81276.0
2021-06;Tourists Number (Overnight Visitors);Najran;43828.0
2022-06;Tourists Number (Overnight Visitors);Najran;52823.0
2023-06;Tourists Number (Overnight Visitors);Najran;156630.0
2021-07;Tourists Number (Overnight Visitors);Najran;104803.0
2022-07;Tourists Number (Overnight Visitors);Najran;183918.0
2023-07;Tourists Number (Overnight Visitors);Najran;104720.0
2023-11;Tourists Number (Overnight Visitors);Najran;100409.0
2021-01;Tourists Number (Overnight Visitors);Northern Borders;76032.0
2023-01;Tourists Number (Overnight Visitors);Northern Borders;93776.0
2022-02;Tourists Number (Overnight Visitors);Northern Borders;110373.0
2021-03;Tourists Number (Overnight Visitors);Northern Borders;59066.0
2023-03;Tourists Number (Overnight Visitors);Northern Borders;85893.0
2021-07;Tourists Number (Overnight Visitors);Northern Borders;102968.0
2022-08;Tourists Number (Overnight Visitors);Northern Borders;82483.0
2023-08;Tourists Number (Overnight Visitors);Northern Borders;77579.0
2023-09;Tourists Number (Overnight Visitors);Northern Borders;72992.0
2021-10;Tourists Number (Overnight Visitors);Northern Borders;84874.0
2022-11;Tourists Number (Overnight Visitors);Northern Borders;96409.0
2022-01;Tourists Number (Overnight Visitors);Riyadh;1653045.0
2021-04;Tourists Number (Overnight Visitors);Riyadh;745191.0
2023-06;Tourists Number (Overnight Visitors);Riyadh;1488316.0
2022-08;Tourists Number (Overnight Visitors);Riyadh;1503380.0
2022-10;Tourists Number (Overnight Visitors);Riyadh;1149141.0
2021-01;Tourists Number (Overnight Visitors);Tabuk;206791.0
2022-02;Tourists Number (Overnight Visitors);Tabuk;220168.0
2023-03;Tourists Number (Overnight Visitors);Tabuk;220964.0
2021-04;Tourists Number (Overnight Visitors);Tabuk;163959.0
2022-04;Tourists Number (Overnight Visitors);Tabuk;218853.0
2022-05;Tourists Number (Overnight Visitors);Tabuk;246430.0
2022-06;Tourists Number (Overnight Visitors);Tabuk;158157.0
2022-12;Tourists Number (Overnight Visitors);Tabuk;134512.0
2021-02;Tourists Number (Overnight Visitors);Total;4375914.0
2022-03;Tourists Number (Overnight Visitors);Total;6204755.0
2021-05;Tourists Number (Overnight Visitors);Total;6727912.0
2023-05;Tourists Number (Overnight Visitors);Total;5002991.0
2022-07;Tourists Number (Overnight Visitors);Total;10795554.0
2021-08;Tourists Number (Overnight Visitors);Total;5482250.0
2023-08;Tourists Number (Overnight Visitors);Total;6985948.0
2022-11;Tourists Number (Overnight Visitors);Total;7003149.0
2022-12;Tourists Number (Overnight Visitors);Total;4350255.0
2021-02;Tourists Spending (SAR);Al Bahah;40889284.55
2023-04;Tourists Spending (SAR);Al Bahah;90482742.81
2021-05;Tourists Spending (SAR);Al Bahah;208515699.42
2022-07;Tourists Spending (SAR);Al Bahah;416487508.36
2021-09;Tourists Spending (SAR);Al Bahah;54266418.0
2023-09;Tourists Spending (SAR);Al Bahah;52442867.93
2021-10;Tourists Spending (SAR);Al Bahah;72448934.08
2022-05;Tourists Spending (SAR);AlQassim;340394915.94
2022-08;Tourists Spending (SAR);AlQassim;371096227.14
2022-01;Tourists Spending (SAR);Aseer;575188825.54
2022-03;Tourists Spending (SAR);Aseer;294100817.86
2021-06;Tourists Spending (SAR);Aseer;906488719.52
2023-08;Tourists Spending (SAR);Aseer;711899089.45
2022-10;Tourists Spending (SAR);Aseer;296775351.03
2021-03;Tourists Spending (SAR);Eastern Province;1300083605.87
2022-03;Tourists Spending (SAR);Eastern Province;978286565.33
2023-07;Tourists Spending (SAR);Eastern Province;1511213106.47
2023-11;Tourists Spending (SAR);Eastern Province;1652264468.18
2021-12;Tourists Spending (SAR);Eastern Province;1012174615.43
2022-12;Tourists Spending (SAR);Eastern Province;651402062.48
2021-01;Tourists Spending (SAR);Hail;236169291.74
2021-02;Tourists Spending (SAR);Hail;167936594.73
2023-11;Tourists Spending (SAR);Hail;255884048.22
2023-01;Tourists Spending (SAR);Jazan;297658226.25
2023-02;Tourists Spending (SAR);Jazan;207199485.9
2022-04;Tourists Spending (SAR);Jazan;189140119.98
2022-06;Tourists Spending (SAR);Jazan;117990283.18
2021-08;Tourists Spending (SAR);Jazan;272632383.19
2021-09;Tourists Spending (SAR);Jazan;234280785.37
2022-10;Tourists Spending (SAR);Jazan;125751864.26
2021-11;Tourists Spending (SAR);Jazan;251300626.95
2023-11;Tourists Spending (SAR);Jazan;361109266.61
2022-01;Tourists Spending (SAR);Jouf;297061180.58
2022-02;Tourists Spending (SAR);Jouf;206030689.05
2022-04;Tourists Spending (SAR);Jouf;192350335.97
2023-04;Tourists Spending (SAR);Jouf;119424114.09
2021-08;Tourists Spending (SAR);Jouf;105104416.02
2023-09;Tourists Spending (SAR);Jouf;99242542.09
2022-10;Tourists Spending (SAR);Jouf;105546008.04
2021-12;Tourists Spending (SAR);Jouf;92967204.17
2023-12;Tourists Spending (SAR);Jouf;110642758.25
2022-01;Tourists Spending (SAR);Madinah;816909769.91
2021-03;Tourists Spending (SAR);Madinah;393198170.75
2022-04;Tourists Spending (SAR);Madinah;1036537489.29
2022-06;Tourists Spending (SAR);Madinah;399915175.91
2023-08;Tourists Spending (SAR);Madinah;527780902.65
2022-12;Tourists Spending (SAR);Madinah;365666234.56
2023-01;Tourists Spending (SAR);Makkah;1847830260.46
2021-02;Tourists Spending (SAR);Makkah;1933280183.87
2021-05;Tourists Spending (SAR);Makkah;3884238336.53
2022-11;Tourists Spending (SAR);Makkah;2104436500.29
2023-11;Tourists Spending (SAR);Makkah;2256558503.64
2021-12;Tourists Spending (SAR);Makkah;1987365581.91
2022-12;Tourists Spending (SAR);Makkah;932482642.16
2023-02;Tourists Spending (SAR);Najran;136582152.17
2022-04;Tourists Spending (SAR);Najran;170981905.19
2023-04;Tourists Spending (SAR);Najran;108139320.49
2022-05;Tourists Spending (SAR);Najran;133190084.69
2022-10;Tourists Spending (SAR);Najran;124259759.2
2022-03;Tourists Spending (SAR);Northern Borders;194383356.12
2021-04;Tourists Spending (SAR);Northern Borders;132747767.63
2023-04;Tourists Spending (SAR);Northern Borders;129929124.51
2022-08;Tourists Spending (SAR);Northern Borders;335707040.3
2021-09;Tourists Spending (SAR);Northern Borders;124758604.48
2023-09;Tourists Spending (SAR);Northern Borders;98590080.84
2022-11;Tourists Spending (SAR);Northern Borders;133103423.11
2023-01;Tourists Spending (SAR);Riyadh;2769144034.0
2021-02;Tourists Spending (SAR);Riyadh;1373554544.51
2023-05;Tourists Spending (SAR);Riyadh;1518754823.68
2021-06;Tourists Spending (SAR);Riyadh;1356695389.94
2022-07;Tourists Spending (SAR);Riyadh;2748868808.36
2021-08;Tourists Spending (SAR);Riyadh;1698160251.44
2022-08;Tourists Spending (SAR);Riyadh;2750234369.57
2023-09;Tourists Spending (SAR);Riyadh;2327375994.43
2021-10;Tourists Spending (SAR);Riyadh;1557202588.44
2023-10;Tourists Spending (SAR);Riyadh;3033582739.6
2021-04;Tourists Spending (SAR);Tabuk;368928354.16
2023-04;Tourists Spending (SAR);Tabuk;261976607.18
2021-08;Tourists Spending (SAR);Tabuk;362310359.84
2022-08;Tourists Spending (SAR);Tabuk;422177251.98
2021-11;Tourists Spending (SAR);Tabuk;447287118.77
2023-11;Tourists Spending (SAR);Tabuk;359184427.49
2022-12;Tourists Spending (SAR);Tabuk;134147760.91
2023-12;Tourists Spending (SAR);Tabuk;433175293.22
2022-01;Tourists Spending (SAR);Total;11355008353.01
2023-01;Tourists Spending (SAR);Total;8333363580.9
2021-02;Tourists Spending (SAR);Total;6681462765.6
2023-02;Tourists Spending (SAR);Total;7621117649.8
2022-05;Tourists Spending (SAR);Total;9525537083.64
2021-06;Tourists Spending (SAR);Total;7031107166.92
2021-07;Tourists Spending (SAR);Total;13917116532.53
2023-07;Tourists Spending (SAR);Total;11260809963.49
2021-08;Tourists Spending (SAR);Total;8877801358.4
2023-11;Tourists Spending (SAR);Total;10769216526.09
2021-12;Tourists Spending (SAR);Total;6938853781.68
2023-12;Tourists Spending (SAR);Total;9119986237.09
2022-01;Tourists Number (Overnight Visitors);Al Bahah;48472.0
2021-02;Tourists Number (Overnight Visitors);Al Bahah;34469.0
2022-03;Tourists Number (Overnight Visitors);Al Bahah;43728.0
2022-05;Tourists Number (Overnight Visitors);Al Bahah;91577.0
2021-08;Tourists Number (Overnight Visitors);Al Bahah;139665.0
2022-08;Tourists Number (Overnight Visitors);Al Bahah;157036.0
2023-08;Tourists Number (Overnight Visitors);Al Bahah;104824.0
2021-11;Tourists Number (Overnight Visitors);Al Bahah;72000.0
2023-11;Tourists Number (Overnight Visitors);Al Bahah;53722.0
2021-01;Tourists Number (Overnight Visitors);AlQassim;324087.0
2022-01;Tourists Number (Overnight Visitors);AlQassim;390502.0
2022-02;Tourists Number (Overnight Visitors);AlQassim;349713.0
2022-05;Tourists Number (Overnight Visitors);AlQassim;375143.0
2021-06;Tourists Number (Overnight Visitors);AlQassim;241182.0
2023-06;Tourists Number (Overnight Visitors);AlQassim;616403.0
2021-07;Tourists Number (Overnight Visitors);AlQassim;448717.0
2021-11;Tourists Number (Overnight Visitors);AlQassim;428167.0
2022-11;Tourists Number (Overnight Visitors);AlQassim;415283.0
2021-01;Tourists Number (Overnight Visitors);Aseer;491541.0
2023-03;Tourists Number (Overnight Visitors);Aseer;501582.0
2023-04;Tourists Number (Overnight Visitors);Aseer;495447.0
2023-06;Tourists Number (Overnight Visitors);Aseer;1293412.0
2021-08;Tourists Number (Overnight Visitors);Aseer;614477.0
2022-11;Tourists Number (Overnight Visitors);Aseer;522430.0
2022-12;Tourists Number (Overnight Visitors);Aseer;365521.0
2023-01;Tourists Number (Overnight Visitors);Eastern Province;956874.0
2023-02;Tourists Number (Overnight Visitors);Eastern Province;936612.0
2023-03;Tourists Number (Overnight Visitors);Eastern Province;1117327.0
2021-05;Tourists Number (Overnight Visitors);Eastern Province;904806.0
2023-05;Tourists Number (Overnight Visitors);Eastern Province;902744.0
2022-09;Tourists Number (Overnight Visitors);Eastern Province;670397.0
2023-11;Tourists Number (Overnight Visitors);Eastern Province;1404080.0
2023-12;Tourists Number (Overnight Visitors);Eastern Province;1017995.0
2023-01;Tourists Number (Overnight Visitors);Hail;124398.0
2021-02;Tourists Number (Overnight Visitors);Hail;116427.0
2022-06;Tourists Number (Overnight Visitors);Hail;98517.0
2021-08;Tourists Number (Overnight Visitors);Hail;124346.0
2023-09;Tourists Number (Overnight Visitors);Hail;141959.0
2021-10;Tourists Number (Overnight Visitors);Hail;159911.0
2023-11;Tourists Number (Overnight Visitors);Hail;216386.0
2021-12;Tourists Number (Overnight Visitors);Hail;129366.0
2023-12;Tourists Number (Overnight Visitors);Hail;131549.0
2021-01;Tourists Number (Overnight Visitors);Jazan;297021.0
2022-02;Tourists Number (Overnight Visitors);Jazan;205688.0
2023-03;Tourists Number (Overnight Visitors);Jazan;188810.0
2021-06;Tourists Number (Overnight Visitors);Jazan;167231.0
2023-07;Tourists Number (Overnight Visitors);Jazan;113161.0
2022-10;Tourists Number (Overnight Visitors);Jazan;183404.0
2022-12;Tourists Number (Overnight Visitors);Jazan;123109.0
2021-01;Tourists Number (Overnight Visitors);Jouf;74102.0
2021-03;Tourists Number (Overnight Visitors);Jouf;54716.0
2021-04;Tourists Number (Overnight Visitors);Jouf;62742.0
2022-04;Tourists Number (Overnight Visitors);Jouf;115401.0
2021-07;Tourists Number (Overnight Visitors);Jouf;99842.0
2022-12;Tourists Number (Overnight Visitors);Jouf;63736.0
2022-02;Tourists Number (Overnight Visitors);Madinah;465742.0
2021-05;Tourists Number (Overnight Visitors);Madinah;447597.0
2022-07;Tourists Number (Overnight Visitors);Madinah;889452.0
2022-10;Tourists Number (Overnight Visitors);Madinah;360375.0
2021-11;Tourists Number (Overnight Visitors);Madinah;520917.0
2022-11;Tourists Number (Overnight Visitors);Madinah;529551.0
2023-11;Tourists Number (Overnight Visitors);Madinah;678525.0
2022-03;Tourists Number (Overnight Visitors);Makkah;1781854.0
2023-05;Tourists Number (Overnight Visitors);Makkah;1424077.0
2022-06;Tourists Number (Overnight Visitors);Makkah;1189735.0
2021-10;Tourists Number (Overnight Visitors);Makkah;1683137.0
2021-11;Tourists Number (Overnight Visitors);Makkah;1852298.0
2022-11;Tourists Number (Overnight Visitors);Makkah;1911198.0
2021-12;Tourists Number (Overnight Visitors);Makkah;1147845.0
2021-01;Tourists Number (Overnight Visitors);Najran;74951.0
2023-03;Tourists Number (Overnight Visitors);Najran;76835.0
2021-04;Tourists Number (Overnight Visitors);Najran;76416.0
2023-04;Tourists Number (Overnight Visitors);Najran;97739.0
2022-08;Tourists Number (Overnight Visitors);Najran;122891.0
2022-10;Tourists Number (Overnight Visitors);Najran;81145.0
2023-10;Tourists Number (Overnight Visitors);Najran;87871.0
2023-12;Tourists Number (Overnight Visitors);Najran;98814.0
2021-08;Tourists Number (Overnight Visitors);Northern Borders;70458.0
2022-09;Tourists Number (Overnight Visitors);Northern Borders;60338.0
2023-11;Tourists Number (Overnight Visitors);Northern Borders;111255.0
2023-01;Tourists Number (Overnight Visitors);Riyadh;1364905.0
2022-03;Tourists Number (Overnight Visitors);Riyadh;1478679.0
2021-05;Tourists Number (Overnight Visitors);Riyadh;1072745.0
2022-05;Tourists Number (Overnight Visitors);Riyadh;1623135.0
2021-07;Tourists Number (Overnight Visitors);Riyadh;1388876.0
2023-07;Tourists Number (Overnight Visitors);Riyadh;1497871.0
2021-09;Tourists Number (Overnight Visitors);Riyadh;763818.0
2022-09;Tourists Number (Overnight Visitors);Riyadh;891212.0
2023-09;Tourists Number (Overnight Visitors);Riyadh;1357970.0
2021-10;Tourists Number (Overnight Visitors);Riyadh;979718.0
2022-12;Tourists Number (Overnight Visitors);Riyadh;978457.0
2023-10;Tourists Number (Overnight Visitors);Tabuk;273220.0
2022-11;Tourists Number (Overnight Visitors);Tabuk;205224.0
2023-11;Tourists Number (Overnight Visitors);Tabuk;260953.0
2021-12;Tourists Number (Overnight Visitors);Tabuk;152355.0
2021-01;Tourists Number (Overnight Visitors);Total;5919708.0
2021-10;Tourists Number (Overnight Visitors);Total;5398560.0
2021-11;Tourists Number (Overnight Visitors);Total;6712751.0
2021-01;Tourists Spending (SAR);Al Bahah;75157578.99
2022-02;Tourists Spending (SAR);Al Bahah;41924749.67
2023-05;Tourists Spending (SAR);Al Bahah;60308176.08
2023-08;Tourists Spending (SAR);Al Bahah;87179752.63
2023-11;Tourists Spending (SAR);Al Bahah;39580898.74
